ITEM#,Resource,WEIGHT (G/SM),Cuttable Width(inch),Fabric  Category,Fabric Type,FABRIC CONTENT 1,FABRIC CONTENT 2,FABRIC CONTENT 3,FABRIC CONTENT 4,FABRIC CONTENT 5,bendingLeftBias,bendingRightBias,bendingWarp,bendingWeft,bucklingRatioLeftBias,bucklingRatioRightBias,bucklingRatioWarp,bucklingRatioWeft,bucklingStiffnessLeftBias,bucklingStiffnessRightBias,bucklingStiffnessWarp,bucklingStiffnessWeft,density,friction,internalDamping,leftShear,rightShear,stretchWarp,stretchWeft,thickness
QL-013111,CottonWork,231,,woven,Plain,100% Cotton,,,,,NaN,NaN,94.60449,45.77637,NaN,NaN,NaN,0,NaN,NaN,0,0,200.5051,0.03,1.00E-04,NaN,NaN,16344.85,9766.705,0.69
QL-013112,CottonWork,407,,woven,Terry,100% Cotton,,,,,NaN,NaN,45.77637,45.77637,NaN,NaN,NaN,0,NaN,NaN,0,0,238.8889,0.03,1.00E-04,NaN,NaN,20606.14,9142.594,0.84
QL-013174,CottonWork,302,,woven,Twill - 3/1 Right Hand,85% Cotton/,15% Polyester,,,,NaN,NaN,173.9502,387.5732,NaN,NaN,NaN,0,NaN,NaN,0,0,321.7172,0.03,1.00E-04,NaN,NaN,84371.3,19173.63,1.33
QL-013180,CottonWork,298,,woven,Twill - 3/1 Right Hand,100% Cotton,,,,,NaN,NaN,1174.927,94.60449,NaN,NaN,NaN,0,NaN,NaN,0,0,143.9394,0.03,1.00E-04,NaN,NaN,166198.3,43078.55,0.54
QL-013201,CottonWork,85,,woven,Mock Leno,100% Cotton,,,,,NaN,NaN,1559.448,588.9893,NaN,NaN,NaN,0,NaN,NaN,0,0,217.6768,0.03,1.00E-04,NaN,NaN,152276.5,34539.82,1.22
QL-013202,CottonWork,85,,woven,Mock Leno,100% Cotton,,,,,NaN,NaN,1174.927,296.0205,NaN,NaN,NaN,0,NaN,NaN,0,0,227.2727,0.03,1.00E-04,NaN,NaN,271010.2,49882,0.95
QL-013233,CottonWork,85,,woven,Mock Leno,100% Cotton,,,,,NaN,NaN,43753.05,14059.45,NaN,NaN,NaN,0,NaN,NaN,0,0,304.5455,0.03,1.00E-04,NaN,NaN,799999.9,799999.9,0.76
QL-013234,CottonWork,85,,woven,Mock Leno,100% Cotton,,,,,NaN,NaN,7809.448,7809.448,NaN,NaN,NaN,0,NaN,NaN,0,0,288.3838,0.03,1.00E-04,NaN,NaN,580000,508878.9,0.99
QL-013285,CottonWork,191,,woven,Plain,100% Cotton,,,,,NaN,NaN,1174.927,125.1221,NaN,NaN,NaN,0,NaN,NaN,0,0,221.7172,0.03,1.00E-04,NaN,NaN,84110.9,72767.63,0.67
QL-013297,CottonWork,556,,woven,Terry,100% Cotton,,,,,NaN,NaN,3512.573,216.6748,NaN,NaN,NaN,0,NaN,NaN,0,0,256.0606,0.03,1.00E-04,NaN,NaN,310869.7,172874.2,0.76
QL-013298,CottonWork,197,,woven,Jacquard,100% Cotton,,,,,NaN,NaN,4690.552,564.5752,NaN,NaN,NaN,0,NaN,NaN,0,0,273.2323,0.03,1.00E-04,NaN,NaN,329813,141548.8,0.87
QL-013300,CottonWork,393,,woven,Twill - 3/1 Right Hand,100% Cotton,,,,,NaN,NaN,9378.052,1370.239,NaN,NaN,NaN,0,NaN,NaN,0,0,333.3333,0.03,1.00E-04,NaN,NaN,680000,569123.9,0.86
QL-013301,CottonWork,254,,woven,Twill - 3/1 Left Hand,100% Cotton,,,,,NaN,NaN,6637.573,686.6455,NaN,NaN,NaN,0,NaN,NaN,0,0,321.2121,0.03,1.00E-04,NaN,NaN,502466.3,251801.9,0.98
QL-013303,CottonWork,323,,knit,Spacer Fabric,67% Cotton/,21% Nylon/,12% Spolyamidendex,,,NaN,NaN,497.4365,39.67285,NaN,NaN,NaN,0,NaN,NaN,0,0,182.8283,0.03,1.00E-04,NaN,NaN,218729.3,166799,0.6
QL-014078,CottonWork,200,,knit,Pique,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
QL-014251,CottonWork,176,,knit,Tuck Mesh,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
QL-014987,CottonWork,139,,Knits,Jacquard,100% Cotton,,,,,NaN,NaN,711.0596,875.8545,NaN,NaN,NaN,0,NaN,NaN,0,0,363.6364,0.03,1.00E-04,NaN,NaN,620000,363467.1,1.57
QL-015676,CottonWork,146,,Knits,Interlock,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
QL-016321,CottonWork,139,,Knits,Interlock,100% Cotton,,,,,NaN,NaN,875.8545,1559.448,NaN,NaN,NaN,0,NaN,NaN,0,0,156.0606,0.03,1.00E-04,NaN,NaN,530000,530000,2.25
QL-018497,CottonWork,129,,Knits,Tuck Mesh Double Knit,100% Cotton,,,,,NaN,NaN,1754.761,15621.95,NaN,NaN,NaN,0,NaN,NaN,0,0,396.9697,0.03,1.00E-04,NaN,NaN,659999.9,275681.4,3.36
QL-018953,CottonWork,190,,Knits,1x1 Rib Double Knit,100% Cotton,,,,,NaN,NaN,778.1982,57.9834,NaN,NaN,NaN,0,NaN,NaN,0,0,161.1111,0.03,1.00E-04,NaN,NaN,19525.3,7935.455,1
QL-019306,CottonWork,98,,Knit,Jacquard,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
QL-019494,CottonWork,125,,Knit,Spada,100% Cotton,,,,,NaN,NaN,1370.239,387.5732,NaN,NaN,NaN,0,NaN,NaN,0,0,223.2323,0.03,1.00E-04,NaN,NaN,232924,74028,0.93
QL-019555,CottonWork,142,,Knit,Jacquard,60% Cotton,40% Polyester,,,,NaN,NaN,296.0205,192.2607,NaN,NaN,NaN,0,NaN,NaN,0,0,150,0.03,1.00E-04,NaN,NaN,360000,360000,1.1
QL-019666,CottonWork,112,,Knit,Jacquard,71% Cotton,29% Polyester,,,,NaN,NaN,99996.95,99996.95,NaN,NaN,NaN,0,NaN,NaN,0,0,658.0808,0.03,1.00E-04,NaN,NaN,1000000,1000000,1.14
QL-019667,CottonWork,153,,Knit,Crepe,100% Cotton,,,,,NaN,NaN,49996.95,49954.22,NaN,NaN,NaN,0,NaN,NaN,0,0,567.1718,0.03,1.00E-04,NaN,NaN,890000,890000,1.35
QL-019775,CottonWork,119,,Knit,Spada,100% Cotton,,,,,NaN,NaN,99996.95,99996.95,NaN,NaN,NaN,0,NaN,NaN,0,0,689.3939,0.03,1.00E-04,NaN,NaN,130000,130000,1.32
QL-019783,CottonWork,88,,Knit,Spada,84% Cotton,16% Polyester,,,,NaN,NaN,1559.448,24996.95,NaN,NaN,NaN,0,NaN,NaN,0,0,281.8182,0.03,1.00E-04,NaN,NaN,979999.9,979999.9,0.8
QL-019857,CottonWork,136,,Knit,Spada,100% Cotton,,,,,NaN,NaN,588.9893,436.4014,NaN,NaN,NaN,0,NaN,NaN,0,0,221.2121,0.03,1.00E-04,NaN,NaN,90200.55,98342.09,0.45
QL-020396,CottonWork,122,,Knit,Spada,100% Cotton,,,,,NaN,NaN,99996.95,99996.95,NaN,NaN,NaN,0,NaN,NaN,0,0,892.4243,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.76
QL-020403,CottonWork,207,,Knits,Interlock,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
QL-021029,CottonWork,176,,Knits,Jacquard,65% Cotton,31% Polyester,4% Spolyamidendex,,,NaN,NaN,70.19043,15.25879,NaN,NaN,NaN,0,NaN,NaN,0,0,80.80808,0.03,1.00E-04,NaN,NaN,250000,130675,0.2
QL-021108,CottonWork,129,,Knits,Jacquard,100% Cotton,,,,,NaN,NaN,9378.052,5471.802,NaN,NaN,NaN,0,NaN,NaN,0,0,308.0808,0.03,1.00E-04,NaN,NaN,770000,731430.2,0.79
QL-021110,CottonWork,102,,Knits,Jacquard,100% Cotton,,,,,NaN,NaN,23440.55,12496.95,NaN,NaN,NaN,0,NaN,NaN,0,0,327.7778,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.63
QL-021858,CottonWork,241,,Knits,Jacquard,87% Cotton,13% Spolyamidendex,,,,NaN,NaN,7809.448,1559.448,NaN,NaN,NaN,0,NaN,NaN,0,0,113.1313,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.3
QL-021881,CottonWork,200,,Knits,Flatback Thermal,70% Cotton,20% Polyester,10% Rayon,,,NaN,NaN,6246.948,4690.552,NaN,NaN,NaN,0,NaN,NaN,0,0,380.8081,0.03,1.00E-04,NaN,NaN,260000,260000,2.2
"QLT-1238
",CottonWork,190,,Knits,Flatback Thermal Double Knit,80% Cotton,18% Polyester,2% Rayon,,,NaN,NaN,37503.05,37503.05,NaN,NaN,NaN,0,NaN,NaN,0,0,344.4445,0.03,1.00E-04,NaN,NaN,1000000,425977.7,1.122
RAINBOW,CottonWork,244,,Knits,Blister Double Knit,98% Cotton,2% Spolyamidendex,,,,NaN,NaN,485.2295,57.9834,NaN,NaN,NaN,0,NaN,NaN,0,0,180.303,0.03,1.00E-04,NaN,NaN,106547.8,202426.1,0.608
REO287#NV01,CottonWork,292,,Knit,Ponte di Roma Double Knit,95% Cotton,5% Spolyamidendex,,,,NaN,NaN,3121.948,778.1982,NaN,NaN,NaN,0,NaN,NaN,0,0,272.2222,0.03,1.00E-04,NaN,NaN,298723.2,82958.08,0.57
RMESH2,cottonWork,288,,Knits,Ponte di Roma,95% Cotton,5% Spolyamidendex,,,,NaN,NaN,94.60449,106.8115,NaN,NaN,NaN,0,NaN,NaN,0,0,128.7879,0.03,1.00E-04,NaN,NaN,258745.7,393816,0.374
S BOLT,CottonWork,329,,Knits,Interlock,76% Cotton,24% Spolyamidendex,,,,NaN,NaN,198.3643,778.1982,NaN,NaN,NaN,0,NaN,NaN,0,0,160.6061,0.03,1.00E-04,NaN,NaN,179989.8,143397.7,0.38
S-C3033PTPU,CottonWork,441,,Knits,Double Face,66% Cotton,20% Spolyamidendex,14% Polyester,,,NaN,NaN,1559.448,1370.239,NaN,NaN,NaN,0,NaN,NaN,0,0,130.8081,0.03,1.00E-04,NaN,NaN,671639.4,1000000,0.206
SA-36GPWW,CottonWork,207,,Knits,1x1 Rib,97% Cotton,3% Spolyamidendex,,,,NaN,NaN,2346.802,6246.948,NaN,NaN,NaN,0,NaN,NaN,0,0,159.596,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.27
SD-4134 (L),CottonWork,187,,Knit,Interlock,100% Cotton,,,,,NaN,NaN,778.1982,436.4014,NaN,NaN,NaN,0,NaN,NaN,0,0,250.5051,0.03,1.00E-04,NaN,NaN,403832,245326.1,0.582
SD13361RS-B,CottonWork,200,,Knit,Interlock,80% Cotton,20% woolol,,,,NaN,NaN,3903.198,7809.448,NaN,NaN,NaN,0,NaN,NaN,0,0,244.4444,0.03,1.00E-04,NaN,NaN,156100.9,308782,0.79
SD14040,CottonWork,251,,Knits,Ponte di Roma,80% Cotton,20% woolol,,,,NaN,NaN,3121.948,2932.739,NaN,NaN,NaN,0,NaN,NaN,0,0,144.4444,0.03,1.00E-04,NaN,NaN,1000000,552315.8,0.402
SD15163SD,CottonWork,132,,Knit,Interlock,100% Cotton,,,,,NaN,NaN,12112.43,8987.427,NaN,NaN,NaN,0,NaN,NaN,0,0,348.4848,0.03,1.00E-04,NaN,NaN,1000000,1000000,0.691
SF-311FBWXWS,CottonWork,188,,Knit,Interlock,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SFT-WKG-010#2,CottonWork,171,,Knit,Jacquard,61% Cotton,27% Polyester,12% Nylon,,,,,,,,,,,,,,,,,,,,,,
SFT-WKL-003-045,CottonWork,224,,Knit,Jacquard,100% Cotton,,,,,NaN,NaN,94.60449,39.67285,NaN,NaN,NaN,0,NaN,NaN,0,0,36.36364,0.03,1.00E-04,NaN,NaN,1000000,615581.7,0.07
SFT-WKL-004-009,CottonWork,119,,Knits,1x1 Rib,67% Cotton,17% Polyester,16% Nylon,,,NaN,NaN,94.60449,27.46582,NaN,NaN,NaN,0,NaN,NaN,0,0,37.87879,0.03,1.00E-04,NaN,NaN,322969.2,169437.2,0.1
SFT-WKL-006-038,CottonWork,125,,Knits,1x1 Rib,63% Cotton,21% Polyester,16% Nylon,,,NaN,NaN,778.1982,485.2295,NaN,NaN,NaN,0,NaN,NaN,0,0,112.6263,0.03,1.00E-04,NaN,NaN,548044.4,465306.4,0.17
SFT-WKL-011-039,CottonWork,178,,Knits,Jacquard,62% Cotton,38% Nylon,,,,NaN,NaN,1559.448,588.9893,NaN,NaN,NaN,0,NaN,NaN,0,0,112.6263,0.03,1.00E-04,NaN,NaN,479251.4,638513.9,0.19
SFT-WMY-060-025,CottonWork,197,,Knits,Jacquard,100% Cotton,,,,,NaN,NaN,45.77637,15.25879,NaN,NaN,NaN,0,NaN,NaN,0,0,54.04041,0.03,1.00E-04,NaN,NaN,217817.3,142334.4,0.15
SHSF-001,CottonWork,159,,Knits,Blister,65% Cotton,35% Nylon,,,,NaN,NaN,875.8545,973.5107,NaN,NaN,NaN,0,NaN,NaN,0,0,315.6566,0.03,1.00E-04,NaN,NaN,63313.45,161133.3,0.84
SHSF-002,CottonWork,200,,Knits,Blister,69% Cotton,31% Nylon,,,,NaN,NaN,485.2295,735.4736,NaN,NaN,NaN,0,NaN,NaN,0,0,302.5252,0.03,1.00E-04,NaN,NaN,255930.5,356391.3,0.9
SHSF-016,CottonWork,193,,Knits,Double Face,Cotton/Graphene Nylon,,,,,NaN,NaN,3121.948,875.8545,NaN,NaN,NaN,0,NaN,NaN,0,0,295.9596,0.03,1.00E-04,NaN,NaN,390948.7,306899.9,1.01
SHSF-017,CottonWork,214,,Knits,Tuck Mesh,100% Cotton,,,,,NaN,NaN,3317.261,802.6123,NaN,NaN,NaN,0,NaN,NaN,0,0,304.5455,0.03,1.00E-04,NaN,NaN,50790.32,53144.62,1.15
SI-4795,CottonWork,366,,Knits,Tuck Mesh,91% Cotton,9% Spolyamidendex,,,,NaN,NaN,100.708,100.708,NaN,NaN,NaN,0,NaN,NaN,0,0,117.6768,0.03,1.00E-04,NaN,NaN,54585.55,267715,0.34
SJ-1168,CottonWork,309,,Knits,Jacquard,91% Cotton,9% Spolyamidendex,,,,NaN,NaN,3903.198,1559.448,NaN,NaN,NaN,0,NaN,NaN,0,0,165.6566,0.03,1.00E-04,NaN,NaN,138927.7,124017.5,0.309
SJ-1220,CottonWork,329,,Knits,Double Face Jacquard,90% Cotton,10% Spolyamidendex,,,,NaN,NaN,2438.354,7028.198,NaN,NaN,NaN,0,NaN,NaN,0,0,260.101,0.03,1.00E-04,NaN,NaN,267132.2,301449.1,0.553
SJ-391,CottonWork,261,,Knits,Double Face Jacquard,100% Cotton,,,,,NaN,NaN,1266.479,485.2295,NaN,NaN,NaN,0,NaN,NaN,0,0,180.303,0.03,1.00E-04,NaN,NaN,185100.8,143288.9,0.82
SJ-483,CottonWork,210,,Knits,Double Knit Links-Links,,,,,,NaN,NaN,9378.052,5862.427,NaN,NaN,NaN,0,NaN,NaN,0,0,315.1515,0.03,1.00E-04,NaN,NaN,729055.8,528974.1,0.97
SJ-564,CottonWork,207,,Knits,Double Knit,100% Cotton,,,,,NaN,NaN,2346.802,2389.526,NaN,NaN,NaN,0,NaN,NaN,0,0,216.1616,0.03,1.00E-04,NaN,NaN,96996.78,250156.5,0.299
SJ-719-TP7030,CottonWork,207,,Knits,Double Knit,100% Cotton,,,,,NaN,NaN,3121.948,1565.552,NaN,NaN,NaN,0,NaN,NaN,0,0,272.2222,0.03,1.00E-04,NaN,NaN,85905.18,297124.9,0.41
SJ-742-B,CottonWork,332,,Knits,Sweater Knit Flat Knit,100% Cotton,,,,,NaN,NaN,6442.261,1950.073,NaN,NaN,NaN,0,NaN,NaN,0,0,222.2222,0.03,1.00E-04,NaN,NaN,887807.3,213761,0.394
SJ-942,CottonWork,709,,Knits,Ottoman,100% Cotton,,,,,NaN,NaN,790.4053,1559.448,NaN,NaN,NaN,0,NaN,NaN,0,0,152.5252,0.03,1.00E-04,NaN,NaN,172689.3,190059.2,0.236
SJC-1608,CottonWork,373,,Knits,Pointelle,92% Cotton/,8% Nylon,,,,NaN,NaN,485.2295,6246.948,NaN,NaN,NaN,0,NaN,NaN,0,0,126.2626,0.03,1.00E-04,NaN,NaN,372727.8,380274,0.3
SJC-18004J,CottonWork,98,,Knits,Pointelle,95% Cotton,3.5% Nylon,1.5% Polyester,,,NaN,NaN,3121.948,1559.448,NaN,NaN,NaN,0,NaN,NaN,0,0,135.8586,0.03,1.00E-04,NaN,NaN,386374.5,522055.3,0.28
SJC-18008J,CottonWork,370,,Knits,Inlay,100% Cotton,,,,,NaN,NaN,296.0205,387.5732,NaN,NaN,NaN,0,NaN,NaN,0,0,136.8687,0.03,1.00E-04,NaN,NaN,83798.08,103615,0.3
SJQ-1061P,CottonWork,389.9,,Knits,Jacquard Blister,74% Cotton,26% woolol,,,,NaN,NaN,76.29395,70.19043,NaN,NaN,NaN,0,NaN,NaN,0,0,123.2323,0.03,1.00E-04,NaN,NaN,333953.2,387471.8,0.386
SJS-180012D,CottonWork,376,,Knits,Flat Knit Pointelle,100% Cotton,,,,,NaN,NaN,149.5361,1370.239,NaN,NaN,NaN,0,NaN,NaN,0,0,122.7273,0.03,1.00E-04,NaN,NaN,384674.3,437963.8,0.22
SK-1838-1S,CottonWork,404,,Knits,"Flat Knit Pointelle
",100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
"SK-1839-17
",CottonWork,285,,Knits,Jacquard,92% Cotton,8% Polyester,,,,,,,,,,,,,,,,,,,,,,,
SK-1839-4,CottonWork,251,,Knits,"Jacquard Flat Knit
",85% Cotton,15% Polyester,,,,,,,,,,,,,,,,,,,,,,,
SK-1861-2,CottonWork,587,,Knits,Jersey,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-1866-1W,CottonWork,499,,Knits,Flat Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-1876-2W,CottonWork,,,Knits,"Three End Fleece Single Knit
",80% Cotton,20% Polyester,,,,,,,,,,,,,,,,,,,,,,,
SK-1923-1,CottonWork,153,,Knits,Jacquard,84% Cotton,10% Spolyamidendex,6% Polyester,,,,,,,,,,,,,,,,,,,,,,
SK-1930-2,CottonWork,359,,Knits,French Terry,60% Cotton,25% Nylon,15% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,
SK-1931-1,CottonWork,471,,Knits,Three End Fleece Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-1931-2,CottonWork,173,,Knits,"Plated Single Jersey Single Knit
",93% Cotton,7% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-1931-2
",CottonWork,146,,Knits,Plated Single Jersey Single Knit,98% Cotton,2%Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
SK-1931-3,CottonWork,61,,Knits,"Crepe Knit Single Knit
",100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-1931-3,CottonWork,332,,Knits,"Inlay Single Knit
",89% Cotton,11% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
SK-1965-1A,CottonWork,254,,Knits,Jacquard Terry Single Knit,60% Cotton,40% Polyester,,,,,,,,,,,,,,,,,,,,,,,
"SK-1965-1W
",CottonWork,271,,Knits,"Jacquard Terry Single Knit
",68% Cotton,32% Polyester,,,,,,,,,,,,,,,,,,,,,,,
"SK-1975-8
",CottonWork,264,,Knits,Jacquard Terry Single Knit,65% Cotton,35% Polyester,,,,,,,,,,,,,,,,,,,,,,,
SK-1983-5,CottonWork,187,,Knits,Jersey Single Knit,"100% Cotton
",,,,,,,,,,,,,,,,,,,,,,,,
SK-1986-2,CottonWork,168,,Knits,"Jersey Single Knit
","100% Cotton
",,,,,,,,,,,,,,,,,,,,,,,,
"SK-1991-2A
",CottonWork,268,,Knits,Plated Single Jersey Single Knit,94% Cotton,6% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
SK-1995-2,CottonWork,563,,Knits,"Jacquard Blister Single Knit
",96% Cotton,4% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-1998-3
",CottonWork,142,,Knits,"Jersey Single Knit
","100% Cotton
",,,,,,,,,,,,,,,,,,,,,,,,
"SK-2000-3
",CottonWork,176,,Knits,"Jacquard Single Knit
",77% Cotton,15% Spolyamidendex,8% Polyester,,,,,,,,,,,,,,,,,,,,,,
SK-2004-1,CottonWork,190,,Knits,"Plated Single Jersey Single Knit
",93% Cotton,7% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
SK-2038-4,CottonWork,326,,Knits,"French Terry Single Knit
",99% Cotton,1% Polyester,,,,,,,,,,,,,,,,,,,,,,,
"SK-2045-1
",CottonWork,173,,Knits,"Plated Single Jersey Single Knit
",94% Cotton,6% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
SK-2046-2,CottonWork,173,,Knits,"Plated Single Jersey Single Knit
",92% Cotton,8% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-2055-1A
",CottonWork,254,,Knits,Jacquard Blister,94% Cotton,6% Polyester,,,,,,,,,,,,,,,,,,,,,,,
SK-2055-2,CottonWork,173,,Knits,"Single Cross Tuck Single Knit
",100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
"SK-2055-2A
",CottonWork,404,,Knits,Three End Fleece Single Knit,97% Cotton,3% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
SK-2055-5E,CottonWork,363,,Knits,"Three End Fleece Single Knit
",76% Cotton,24% Polyester,,,,,,,,,,,,,,,,,,,,,,,
"SK-2055-6E
",CottonWork,339,,Knits,"Single Knit Three End French Terry
",76% Cotton,24% Polyester,,,,,,,,,,,,,,,,,,,,,,,
"SK-2056-2A
",CottonWork,356,,Knits,Three End Fleece Single Knit,76% Cotton,24% Polyester,,,,,,,,,,,,,,,,,,,,,,,
"SK-2056-3A
",CottonWork,349,,Knits,"Three End Fleece Single Knit
",100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2057-1A,CottonWork,203,,Knits,"Mock Plated Jersey Single Knit
","100% Cotton
",,,,,,,,,,,,,,,,,,,,,,,,
"SK-2059-7
",CottonWork,203,,Knits,"Terry Single Knit
",75% Cotton,25% Polyester,,,,,,,,,,,,,,,,,,,,,,,
SK-2059-8,CottonWork,366,,Knits,"Terry Single Knit
",85% Cotton,15% Polyester,,,,,,,,,,,,,,,,,,,,,,,
"SK-2060-7
",CottonWork,157,,Knits,"Jersey Single Knit
",96% Cotton,4% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-2060-9
",CottonWork,153,,Knits,"Jacquard Single Knit
",61% Cotton,34% Polyester,5% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,
"SK-2062-2P
",CottonWork,346,,Knits,Jacquard Single Knit,95% Cotton,5% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-2063-1
",CottonWork,225,,Knits,French Terry Single Knit,98% Cotton,2% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-2063-2
",CottonWork,286,,Knits,French Terry Single Knit,93% Cotton,7% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-2072-2
",CottonWork,251,,Knits,"Jersey Single Knit
",96% Cotton,4% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-2085-1A
",CottonWork,115,,Knits,Plated Single Jersey Single Knit,95% Cotton,5% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-2085-2
",CottonWork,129,,Knits,"Jersey Single Knit
",95% Cotton,5% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
SK-2085-3,CottonWork,146,,Knits,Jersey,"Cotton/Modal
",,,,,,,,,,,,,,,,,,,,,,,,
SK-2085-4,CottonWork,315,,Knits,"Three End French Terry Single Knit
",100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
"SK-2085-5
",CottonWork,387,,Knits,Three End Fleece Single Knit,87% Cotton,13% Nylon,,,,,,,,,,,,,,,,,,,,,,,
"SK-2085-6
",CottonWork,393,,Knits,Three End Fleece Single Knit,84% Cotton,16% Nylon,,,,,,,,,,,,,,,,,,,,,,,
"SK-2088-1A
",CottonWork,376,,Knits,"Three End Fleece Single Knit
",84% Cotton,16% Nylon,,,,,,,,,,,,,,,,,,,,,,,
"SK-2088-1B
",CottonWork,372,,Knits,Three End Fleece Single Knit,91% Cotton,9% Polyester,,,,,,,,,,,,,,,,,,,,,,,
"SK-2099-1B
",CottonWork,414,,Knits,Three End Fleece Single Knit,78% Cotton,13% Nylon,9% Polyester,,,,,,,,,,,,,,,,,,,,,,
"SK-2099-4
",CottonWork,383,,Knits,Three End Fleece Single Knit,77% Cotton,23% woolol,,,,,,,,,,,,,,,,,,,,,,,
"SK-2099-7A
",CottonWork,417,,Knits,"Three End Fleece Single Knit
",77% Cotton,23% woolol,,,,,,,,,,,,,,,,,,,,,,,
SK-2100-1,CottonWork,488,,Knits,Sherpa Single Knit,80% Cotton,15% woolol,5% Spolyamidende,,,,,,,,,,,,,,,,,,,,,,
"SK-2100-2
",CottonWork,278,,Knits,"Sherpa Single Knit
",84% Cotton,16% woolol,,,,,,,,,,,,,,,,,,,,,,,
"SK-2100-3
",CottonWork,268,,Knits,"Terry Single Knit
","100% Cotton
",,,,,,,,,,,,,,,,,,,,,,,,
"SK-2101-2
",CottonWork,234,,Knits,"Inlay Single Knit
",66% Cotton,16% Polyester,12% Spolyamidendex,6% Rayon,,,,,,,,,,,,,,,,,,,,,
SK-2107-1,CottonWork,237,,Knits,Inlay Single Knit,83% Cotton,12% Spolyamidendex,4% Polyester,1% Rayon,,,,,,,,,,,,,,,,,,,,,
SK-2107-2,CottonWork,251,,Knits,"Inlay Jacquard Single Knit
",89% Cotton,11% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-2107-3
",CottonWork,387,,Knits,"Jacquard Single Knit
",100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2107-4,CottonWork,281,,Knits,Triple Plated Jersey Single Knit,79% Cotton,14% Nylon,7% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,
"SK-2109-1
",CottonWork,346,,Knits,Triple Plated Jersey Single Knit,93% Cotton,7% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
SK-2109-1A,CottonWork,227,,Knits,Plated Single Jersey Single Knit,85% Cotton,15% Nylon,,,,,,,,,,,,,,,,,,,,,,,
SK-2109-1B,CottonWork,200,,Knits,Plated Single Jersey Single Knit,100% Cotton,,,,,,,,,,,,,,,,,,,,,,,,
SK-2111-2,CottonWork,115,,Knits,Jersey Single Knit,87% Cotton,13% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-2111-3
",CottonWork,125,,Knits,Plated Single Jersey Single Knit,87% Cotton,13% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-2111-4
",CottonWork,116,,Knits,Plated Single Jersey Single Knit,87% Cotton,13% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,,
"SK-2111-5
",CottonWork,112,,Knits,Jersey Single Knit,87% Cotton,13% XT2® Polyester,,,,,,,,,,,,,,,,,,,,,,,
SK-2116-2,CottonWork,142,,Knits,Jersey Single Knit,76% Cotton,12% XT2® Polyester,11% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,
SK-2116-2,CottonWork,223,,Knits,Jersey Single Knit,"Cotton/Ionic+™ Polyester/Spolyamidendex
",,,,,,,,,,,,,,,,,,,,,,,,
SK-2116-2A,CottonWork,117,,Knits,Jacquard Single Knit,81% Cotton,10% XT2® Polyester,9% Spolyamidendex,,,,,,,,,,,,,,,,,,,,,,
